OBJECTID,Join_Count,TARGET_FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,area_km,area_mi,POLY_AREA,geoid_2010,OBJECTID,Boston_tracts_for_data_OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,area_km,area_mi,POLY_AREA,geoid_2010,Boston_tracts_for_data_Shape_Len,Boston_tracts_for_data_Shape_Are,HVI_variables_2011_ExcelToTa_OBJ,GEOID10_1,tract_area,highdev_percent,GEOid,undev_percent,geoid11,hispanic,foreign,english,poverty,black,over65,disability,oldhouse,housing,unwt_housing,unemployed,alone65house,housingdensity,unwt_housingdensity,undev_wt,highdev_wt,hispanic_wt,foreign_wt,english_wt,poverty_wt,black_wt,over65_wt,disability_wt,oldhouse_wt,housingdensity_wt,unemployed_wt,alone65house_wt,factor1,factor2,factor3,factor4,factor5,HVI,factor1_cat,factor2_cat,factor3_cat,factor4_cat,factor5_cat,HVI_cat,OBJECTID,GEOID10,NAMELSAD10,COUNT,AREA,MEAN,GEOid,Shape_Length,Shape_Area
46,10,46,25,025,100500,25025100500,1005,Census Tract 1005,G5020,858932,0,+42.2882344,-071.0707474,9244789.61,212.2312,5989,2383,0175343,148333,0003967,0148333,0.858872484,0.331611194,0.858872484,25025100500,46,46,25,025,100500,25025100500,1005,Census Tract 1005,G5020,858932,0,+42.2882344,-071.0707474,9244789.61,212.2312,5989,2383,0175343,148333,0003967,0148333,0.858872484,0.331611194,0.858872484,25025100500,4378.623272,858872.4841,1230,25025100500,0.858872484,0.208925084,25025100500,0,25025100500,0.127522667,0.297894121,0.28034513,0.205469436,0.703860778,0.092570927,0.097981866,0.892234548,2524,105,0.131178707,0.110860748,2938.736596,122.2533053,0,0.114908796,0.107119041,0.262146827,0.260720971,0.12739105,0.605320269,0.084239544,0.08034513,0.82977813,2527.313472,0.102319392,0.105317711,0.214613493,1.623916734,-0.117463316,-0.246428399,0.4314188,1.906057312,4,5,3,3,4,19,46,25025100800,Census Tract 1008,1944,1749600,32.83562485,25025100800,4378.623272,858872.4841
47,5,47,25,025,100400,25025100400,1004,Census Tract 1004,G5020,626173,0,+42.2817870,-071.0708447,6739591.92,154.7197,4865,1830,0175338,148328,0003966,0148328,0.626131103,0.241749603,0.626131103,25025100400,47,47,25,025,100400,25025100400,1004,Census Tract 1004,G5020,626173,0,+42.2817870,-071.0708447,6739591.92,154.7197,4865,1830,0175338,148328,0003966,0148328,0.626131103,0.241749603,0.626131103,25025100400,3681.91358,626131.1025,1229,25025100400,0.626131103,0.215798551,25025100400,0,25025100400,0.097860539,0.2727813,0.145800317,0.22503962,0.733557845,0.145998415,0.076465927,0.947821409,1859,126,0.093304279,0.094272076,2969.026762,201.2358107,0,0.118689203,0.082202853,0.240047544,0.135594295,0.139524564,0.630859746,0.132858558,0.06270206,0.881473911,2553.363015,0.072777338,0.089558473,-0.278471691,1.593028739,0.081584526,-0.238541445,0.805346927,1.962947057,3,5,4,3,4,19,47,25025100800,Census Tract 1008,1944,1749600,32.83562485,25025100800,3681.91358,626131.1025
48,8,48,25,025,100300,25025100300,1003,Census Tract 1003,G5020,491879,0,+42.2827979,-071.0797972,5294161.33,121.5372,3303,1262,0175333,148323,0003965,0148323,0.491845647,0.189901906,0.491845647,25025100300,48,48,25,025,100300,25025100300,1003,Census Tract 1003,G5020,491879,0,+42.2827979,-071.0797972,5294161.33,121.5372,3303,1262,0175333,148323,0003965,0148323,0.491845647,0.189901906,0.491845647,25025100300,3208.720932,491845.6477,1228,25025100300,0.491845647,0.199420554,25025100300,0,25025100300,0.139956264,0.289284599,0.125273352,0.175570134,0.860668541,0.1052796,0.072477351,0.838951311,1335,100,0.106841612,0.102654867,2714.266168,203.3158179,0,0.109681304,0.117563261,0.254570447,0.116504217,0.108853483,0.740174945,0.095804436,0.059431428,0.780224719,2334.268905,0.083336457,0.097522124,-0.190267331,1.872070886,-0.094630776,-0.304869116,0.072986955,1.355290618,3,5,3,3,4,18,48,25025100500,Census Tract 1005,957,861300,35.96329428,25025100500,3208.720932,491845.6477
49,5,49,25,025,130402,25025130402,1304.02,Census Tract 1304.02,G5020,2103293,169597,+42.2724011,-071.1694056,24463363.16,561.6015,4637,2196,0175490,148480,0003998,0148480,2.272729871,0.877502399,2.272729871,25025130402,49,49,25,025,130402,25025130402,1304.02,Census Tract 1304.02,G5020,2103293,169597,+42.2724011,-071.1694056,24463363.16,561.6015,4637,2196,0175490,148480,0003998,0148480,2.272729871,0.877502399,2.272729871,25025130402,8167.397257,2234143.32,1261,25025130402,2.272729871,0.221764819,25025130402,0.030495147,25025130402,0.101887558,0.186320276,0.125228334,0.061700832,0.027603004,0.172315811,0.058656383,0.907947912,2227,106,0.032880049,0.11423221,979.8788796,46.63994667,-0.017992137,0.121970651,0.085585549,0.163961843,0.11646235,0.038254516,0.023738583,0.156807388,0.048098234,0.844391558,842.6958364,0.025646438,0.108520599,-0.541524367,-0.907740257,0.341517319,-0.756405118,0.537121272,-1.327031151,3,3,4,3,4,17,49,25025130402,Census Tract 1304.02,2265,2038500,35.91762295,25025130402,8167.397257,2234143.32
50,7,50,25,025,130300,25025130300,1303,Census Tract 1303,G5020,1442181,0,+42.2791295,-071.1507097,15522347.97,356.3441,4419,1811,0175484,148474,0003997,0148474,1.442079088,0.556787621,1.442079088,25025130300,50,50,25,025,130300,25025130300,1303,Census Tract 1303,G5020,1442181,0,+42.2791295,-071.1507097,15522347.97,356.3441,4419,1811,0175484,148474,0003997,0148474,1.442079088,0.556787621,1.442079088,25025130300,5493.337138,1442079.089,1260,25025130300,1.442079088,0.073111949,25025130300,0.000691119,25025130300,0.083153813,0.141318397,0.099741491,0.004523912,0.054071521,0.15424386,0.025204653,0.935501654,1814,150,0.034252477,0.104095563,1257.906044,104.0164865,-0.00040776,0.040211572,0.069849203,0.12436019,0.092759586,0.002804826,0.046501508,0.140361913,0.020667816,0.870016538,1081.799198,0.026716932,0.098890785,-0.767929288,-1.034533483,0.183566454,-0.68404233,0.72247297,-1.580465677,3,2,4,3,4,16,50,25025110607,Census Tract 1106.07,1301,1170900,34.57282024,25025110607,5493.337138,1442079.089
51,6,51,25,025,130200,25025130200,1302,Census Tract 1302,G5020,1352655,0,+42.2873319,-071.1570120,14558816.72,334.2244,4506,1914,0175478,148468,0003996,0148468,1.352563742,0.522225692,1.352563742,25025130200,51,51,25,025,130200,25025130200,1302,Census Tract 1302,G5020,1352655,0,+42.2873319,-071.1570120,14558816.72,334.2244,4506,1914,0175478,148468,0003996,0148468,1.352563742,0.522225692,1.352563742,25025130200,5415.835419,1352563.742,1259,25025130200,1.352563742,0.149275115,25025130200,0,25025130200,0.075532342,0.167738047,0.111490558,0.027721977,0.026516673,0.147850542,0.033949377,0.937823834,1930,167,0.018883086,0.114395183,1426.919811,123.4692272,0,0.082101313,0.063447168,0.147609482,0.103686219,0.017187626,0.022804339,0.134543994,0.027838489,0.872176166,1227.151038,0.014728807,0.108675424,-0.688373562,-1.080422626,0.207594829,-0.640028102,0.738094082,-1.46313538,3,2,4,3,4,16,51,25025110607,Census Tract 1106.07,1301,1170900,34.57282024,25025110607,5415.835419,1352563.742
52,4,52,25,025,130100,25025130100,1301,Census Tract 1301,G5020,4344387,45805,+42.2904255,-071.1714978,47252103.12,1084.759,5906,2816,0175470,148460,0003995,0148460,4.389881546,1.694935961,4.389881546,25025130100,52,52,25,025,130100,25025130100,1301,Census Tract 1301,G5020,4344387,45805,+42.2904255,-071.1714978,47252103.12,1084.759,5906,2816,0175470,148460,0003995,0148460,4.389881546,1.694935961,4.389881546,25025130100,10612.27168,4387895.916,1258,25025130100,4.389881546,0.036395845,25025130100,0.413874862,25025130100,0.042840473,0.208368061,0.077679613,0.030505084,0.022170362,0.172028671,0.039839973,0.871794872,2730,147,0.033005501,0.099615385,621.8846616,33.48609716,-0.244186169,0.020017715,0.035985998,0.183363894,0.07224204,0.018913152,0.019066511,0.156546091,0.032668778,0.810769231,534.820809,0.025744291,0.094634615,-0.754687269,-1.035502289,0.255820274,-0.849705473,0.29392282,-2.090151937,3,2,4,3,4,16,52,25025130402,Census Tract 1304.02,2265,2038500,35.91762295,25025130402,10612.27168,4387895.916
53,7,53,25,025,120700,25025120700,1207,Census Tract 1207,G5020,297485,0,+42.3242557,-071.1112111,3201881.94,73.5051,2014,1044,0175467,148457,0003994,0148457,0.297465753,0.11485171,0.297465753,25025120700,53,53,25,025,120700,25025120700,1207,Census Tract 1207,G5020,297485,0,+42.3242557,-071.1112111,3201881.94,73.5051,2014,1044,0175467,148457,0003994,0148457,0.297465753,0.11485171,0.297465753,25025120700,3083.081597,297465.7546,1257,25025120700,0.297465753,0.352466955,25025120700,0.008199198,25025120700,0.091523661,0.178367135,0.121684867,0.114404576,0.059282371,0.103484139,0.038481539,0.984037559,1065,105,0.023400936,0.108900524,3580.244071,352.9818098,-0.004837527,0.193856825,0.076879875,0.156963079,0.113166927,0.070930837,0.050982839,0.094170567,0.031554862,0.91515493,3079.009901,0.01825273,0.103455497,-0.595947706,-0.790893895,-0.068586562,-0.07939447,1.048969909,-0.485852723,3,3,3,3,5,17,53,25025120700,Census Tract 1207,327,294300,36.59017713,25025120700,3083.081597,297465.7546
54,5,54,25,025,120600,25025120600,1206,Census Tract 1206,G5020,258212,0,+42.3191097,-071.1088407,2779177.05,63.8011,2335,1103,0175463,148453,0003993,0148453,0.258195034,0.099689261,0.258195034,25025120600,54,54,25,025,120600,25025120600,1206,Census Tract 1206,G5020,258212,0,+42.3191097,-071.1088407,2779177.05,63.8011,2335,1103,0175463,148453,0003993,0148453,0.258195034,0.099689261,0.258195034,25025120600,1997.354328,258195.0343,1256,25025120600,0.258195034,0.137578521,25025120600,0,25025120600,0.167110773,0.095926913,0.113818043,0.066615912,0.089836315,0.050628093,0.033117625,0.930720146,1097,116,0.041111534,0.042950514,4248.726173,449.2727767,0,0.075668187,0.140373049,0.084415683,0.10585078,0.041301865,0.077259231,0.046071565,0.027156452,0.865569736,3653.904508,0.032066997,0.040802988,-0.642839103,-0.771205097,-0.739462999,0.094605345,0.690308169,-1.368593685,3,3,3,4,4,17,54,25025120700,Census Tract 1207,327,294300,36.59017713,25025120700,1997.354328,258195.0343
55,7,55,25,025,120500,25025120500,1205,Census Tract 1205,G5020,213705,0,+42.3206587,-071.1042025,2300163.94,52.8045,2331,905,0175459,148449,0003992,0148449,0.213693072,0.082507026,0.213693072,25025120500,55,55,25,025,120500,25025120500,1205,Census Tract 1205,G5020,213705,0,+42.3206587,-071.1042025,2300163.94,52.8045,2331,905,0175459,148449,0003992,0148449,0.213693072,0.082507026,0.213693072,25025120500,2332.142796,213693.0716,1255,25025120500,0.213693072,0.394817362,25025120500,0,25025120500,0.439899833,0.31803005,0.386894825,0.190317195,0.152754591,0.083472454,0.068447412,0.732484076,942,94,0.085559265,0.109223301,4408.191584,439.8832366,0,0.217149549,0.36951586,0.279866444,0.359812187,0.117996661,0.131368948,0.075959933,0.056126878,0.681210191,3791.044762,0.066736227,0.103762136,1.300818575,-0.139801937,-0.177039876,0.136163757,-0.643209153,0.476931366,5,3,3,4,3,18,55,25025120700,Census Tract 1207,327,294300,36.59017713,25025120700,2332.142796,213693.0716
56,9,56,25,025,120400,25025120400,1204,Census Tract 1204,G5020,998928,0,+42.3139015,-071.1116653,10751638.6,246.8237,5751,2825,0175453,148443,0003991,0148443,0.998863888,0.385661961,0.998863888,25025120400,56,56,25,025,120400,25025120400,1204,Census Tract 1204,G5020,998928,0,+42.3139015,-071.1116653,10751638.6,246.8237,5751,2825,0175453,148443,0003991,0148443,0.998863888,0.385661961,0.998863888,25025120400,5570.505662,998863.8879,1254,25025120400,0.998863888,0.106214054,25025120400,0,25025120400,0.138442522,0.131334981,0.122991347,0.167027194,0.099196539,0.095333745,0.030902349,0.949825784,2870,148,0.031520396,0.091909155,2873.26435,148.1683358,0,0.05841773,0.116291718,0.115574784,0.114381953,0.10355686,0.085309023,0.086753708,0.025339926,0.883337979,2471.007341,0.024585909,0.087313698,-0.598128738,-0.573101333,-0.211292955,-0.263490692,0.818830186,-0.827183532,3,3,3,3,4,16,56,25025120201,Census Tract 1202.01,807,726300,36.41940023,25025120201,5570.505662,998863.8879
57,6,57,25,025,110601,25025110601,1106.01,Census Tract 1106.01,G5020,1406583,8282,+42.2983302,-071.1397069,15228405.8,349.5961,2969,1295,0175426,148416,0003984,0148416,1.414770835,0.546243888,1.414770835,25025110601,57,57,25,025,110601,25025110601,1106.01,Census Tract 1106.01,G5020,1406583,8282,+42.2983302,-071.1397069,15228405.8,349.5961,2969,1295,0175426,148416,0003984,0148416,1.414770835,0.546243888,1.414770835,25025110601,5119.410085,1414656.187,1247,25025110601,1.414770835,0.027776342,25025110601,0.258210228,25025110601,0.023168909,0.127802691,0.03961136,0.040732436,0.037369208,0.33445441,0.017563528,0.741339492,1299,124,0.032884903,0.312867956,918.1699026,87.64670356,-0.152344034,0.015276988,0.019461883,0.112466368,0.036838565,0.025254111,0.032137519,0.304353513,0.014402093,0.689445727,789.6261162,0.025650224,0.297224558,-1.106508399,-1.032088765,2.378349636,-0.772543541,-0.58363952,-1.11643059,2,2,6,3,3,16,57,25025110607,Census Tract 1106.07,1301,1170900,34.57282024,25025110607,5119.410085,1414656.187
58,6,58,25,025,110502,25025110502,1105.02,Census Tract 1105.02,G5020,684298,0,+42.2829171,-071.1326050,7365204.55,169.0818,3806,1684,0175422,148412,0003983,0148412,0.684252627,0.26419036,0.684252627,25025110502,58,58,25,025,110502,25025110502,1105.02,Census Tract 1105.02,G5020,684298,0,+42.2829171,-071.1326050,7365204.55,169.0818,3806,1684,0175422,148412,0003983,0148412,0.684252627,0.26419036,0.684252627,25025110502,3819.498539,684252.6274,1246,25025110502,0.684252627,0.293030929,25025110502,0,25025110502,0.185488127,0.185751979,0.228496042,0.061477573,0.172295515,0.130870712,0.041424802,0.962899543,1752,122,0.050131926,0.119431892,2560.457834,178.2967213,0,0.161167011,0.155810026,0.163461741,0.212501319,0.038116095,0.148174142,0.119092348,0.033968338,0.895496575,2201.993737,0.039102902,0.113460297,-0.06671067,-0.506306782,0.142980936,-0.344896337,0.906776263,0.13184341,3,3,4,3,4,17,58,25025110607,Census Tract 1106.07,1301,1170900,34.57282024,25025110607,3819.498539,684252.6274
59,6,59,25,025,110501,25025110501,1105.01,Census Tract 1105.01,G5020,647848,0,+42.2821618,-071.1414486,6972865.51,160.075,3253,1371,0175418,148408,0003982,0148408,0.647802988,0.250117131,0.647802988,25025110501,59,59,25,025,110501,25025110501,1105.01,Census Tract 1105.01,G5020,647848,0,+42.2821618,-071.1414486,6972865.51,160.075,3253,1371,0175418,148408,0003982,0148408,0.647802988,0.250117131,0.647802988,25025110501,3582.529315,647802.986,1245,25025110501,0.647802988,0.180012442,25025110501,0,25025110501,0.159600998,0.226655583,0.203103353,0.101690219,0.205042948,0.125242449,0.059573289,0.947251114,1346,104,0.055971183,0.071713147,2077.792207,160.5426371,0,0.099006843,0.134064838,0.199456913,0.188886118,0.063047936,0.176336935,0.113970629,0.048850097,0.880943536,1786.901298,0.043657523,0.06812749,-0.093536466,-0.270782563,-0.162646972,-0.470573406,0.801510601,-0.196028806,3,3,3,3,4,16,59,25025110607,Census Tract 1106.07,1301,1170900,34.57282024,25025110607,3582.529315,647802.986
60,7,60,25,025,110401,25025110401,1104.01,Census Tract 1104.01,G5020,522448,0,+42.2864332,-071.1225529,5623201.08,129.0909,3566,1362,0175409,148399,0003980,0148399,0.522414566,0.201704585,0.522414566,25025110401,60,60,25,025,110401,25025110401,1104.01,Census Tract 1104.01,G5020,522448,0,+42.2864332,-071.1225529,5623201.08,129.0909,3566,1362,0175409,148399,0003980,0148399,0.522414566,0.201704585,0.522414566,25025110401,3175.382331,522414.5699,1243,25025110401,0.522414566,0.13216899,25025110401,0,25025110401,0.364291036,0.350136578,0.450459399,0.136826422,0.33921033,0.066054135,0.104544326,0.787263821,1429,104,0.062080954,0.022792023,2735.375489,199.0756129,0,0.072692944,0.30600447,0.308120189,0.418927241,0.084832381,0.291720884,0.060109262,0.085726347,0.732155353,2352.422921,0.048423144,0.021652422,1.369155905,0.309853858,-0.77043416,-0.299384665,-0.274710432,0.334480506,5,4,3,3,3,18,60,25025110607,Census Tract 1106.07,1301,1170900,34.57282024,25025110607,3175.382331,522414.5699
61,7,61,25,025,101102,25025101102,1011.02,Census Tract 1011.02,G5020,561244,0,+42.2787961,-071.0920462,6040704.52,138.6755,4396,1672,0175391,148381,0003976,0148381,0.56120205,0.216680456,0.56120205,25025101102,61,61,25,025,101102,25025101102,1011.02,Census Tract 1011.02,G5020,561244,0,+42.2787961,-071.0920462,6040704.52,138.6755,4396,1672,0175391,148381,0003976,0148381,0.56120205,0.216680456,0.56120205,25025101102,4256.731805,561202.0498,1239,25025101102,0.56120205,0.27030897,25025101102,0,25025101102,0.128601412,0.352032055,0.222476627,0.318259874,0.883609998,0.088914329,0.090631559,0.87592068,1765,121,0.101888952,0.016828479,3145.034842,215.6086209,0,0.148669933,0.108025186,0.309788208,0.206903263,0.197321122,0.759904598,0.08091204,0.074317878,0.814606232,2704.729964,0.079473383,0.015987055,0.199517549,2.259206724,-0.678739411,-0.192710031,0.321676783,1.908951614,4,6,3,3,4,20,61,25025100300,Census Tract 1003,545,490500,35.7374903,25025100300,4256.731805,561202.0498
62,6,62,25,025,101101,25025101101,1011.01,Census Tract 1011.01,G5020,379768,0,+42.2826649,-071.0950819,4087498.72,93.8361,3155,1160,0175387,148377,0003975,0148377,0.379742591,0.146618848,0.379742591,25025101101,62,62,25,025,101101,25025101101,1011.01,Census Tract 1011.01,G5020,379768,0,+42.2826649,-071.0950819,4087498.72,93.8361,3155,1160,0175387,148377,0003975,0148377,0.379742591,0.146618848,0.379742591,25025101101,2774.713352,379742.5911,1238,25025101101,0.379742591,0.160081888,25025101101,0,25025101101,0.193796322,0.444139446,0.314575899,0.144935493,0.90584683,0.128740049,0.087839693,0.767651888,1218,79,0.096349163,0.089385475,3207.435848,208.0356585,0,0.088045039,0.16278891,0.390842712,0.292555586,0.089860005,0.779028273,0.117153445,0.072028548,0.713916256,2758.39483,0.075152347,0.084916201,0.833899362,1.950890224,-0.041669599,-0.176482766,-0.406638248,2.159998973,4,5,3,3,3,18,62,25025101102,Census Tract 1011.02,623,560700,36.9158112,25025101102,2774.713352,379742.5911
63,6,63,25,025,101002,25025101002,1010.02,Census Tract 1010.02,G5020,1165212,4369,+42.2740572,-071.0853267,12588331.04,288.9883,4979,2149,0175383,148373,0003974,0148373,1.169498896,0.451544242,1.169498896,25025101002,63,63,25,025,101002,25025101002,1010.02,Census Tract 1010.02,G5020,1165212,4369,+42.2740572,-071.0853267,12588331.04,288.9883,4979,2149,0175383,148373,0003974,0148373,1.169498896,0.451544242,1.169498896,25025101002,5062.79119,1164880.24,1237,25025101002,1.169498896,0.174214198,25025101002,0.035925528,25025101002,0.244475978,0.28603284,0.27082911,0.206162579,0.826272045,0.17230894,0.123048855,0.979683973,2215,93,0.062031218,0.218431772,1893.97357,79.52123793,-0.021196062,0.095817809,0.205359822,0.251708899,0.251871072,0.127820799,0.710593959,0.156801135,0.100900061,0.911106095,1628.81727,0.04838435,0.207510183,0.440766896,1.858766552,0.941108093,-0.518436544,1.019683705,3.741888703,4,5,4,3,5,21,63,25025100300,Census Tract 1003,545,490500,35.7374903,25025100300,5062.79119,1164880.24
64,6,64,25,025,101001,25025101001,1010.01,Census Tract 1010.01,G5020,1296283,5844,+42.2718109,-071.0999859,14014997.85,321.7401,5480,2266,0175376,148366,0003973,0148366,1.30204112,0.502718876,1.30204112,25025101001,64,64,25,025,101001,25025101001,1010.01,Census Tract 1010.01,G5020,1296283,5844,+42.2718109,-071.0999859,14014997.85,321.7401,5480,2266,0175376,148366,0003973,0148366,1.30204112,0.502718876,1.30204112,25025101001,6112.574868,1295257.908,1236,25025101001,1.30204112,0.109257937,25025101001,0.029279916,25025101001,0.090307248,0.417925649,0.237311153,0.198268545,0.929723307,0.128840604,0.121032083,0.911016949,2360,106,0.14191139,0.075507315,1812.538762,81.41063932,-0.017275151,0.060091865,0.075858089,0.367774571,0.220699372,0.122926498,0.799562044,0.11724495,0.099246308,0.847245763,1558.783336,0.110690884,0.071731949,0.312992109,2.328725672,-0.120978815,-0.539647092,0.557766427,2.538858301,4,6,3,3,4,20,64,25025140400,Census Tract 1404,2099,1889100,34.37607431,25025140400,6112.574868,1295257.908
65,5,65,25,025,100900,25025100900,1009,Census Tract 1009,G5020,955495,45716,+42.2740065,-071.0742308,10776155.25,247.3865,4072,1729,0175370,148360,0003972,0148360,1.001141584,0.38654138,1.001141584,25025100900,65,65,25,025,100900,25025100900,1009,Census Tract 1009,G5020,955495,45716,+42.2740065,-071.0742308,10776155.25,247.3865,4072,1729,0175370,148360,0003972,0148360,1.001141584,0.38654138,1.001141584,25025100900,6238.930954,1001141.583,1235,25025100900,1.001141584,0.17419263,25025100900,0.050373324,25025100900,0.120496592,0.327409932,0.210808179,0.154576436,0.509737098,0.128529698,0.064264849,0.867564534,1782,116,0.102239533,0.091189156,1779.968017,115.8677273,-0.029720261,0.095805947,0.101217137,0.28812074,0.196051607,0.09583739,0.438373905,0.116962025,0.052697176,0.806835017,1530.772495,0.079746835,0.086629698,0.086868516,0.816266231,-0.032449627,-0.548119589,0.265465696,0.588031227,4,4,3,3,4,18,65,25025100800,Census Tract 1008,1944,1749600,32.83562485,25025100800,6238.930954,1001141.583
66,1,66,25,017,351500,25017351500,3515,Census Tract 3515,G5020,1372232,15276,+42.3781375,-071.0860108,14933982.65,342.8371,2310,1172,0102587,107016,0003458,0107016,1.387417935,0.535682917,1.387417935,25017351500,66,66,25,017,351500,25017351500,3515,Census Tract 3515,G5020,1372232,15276,+42.3781375,-071.0860108,14933982.65,342.8371,2310,1172,0102587,107016,0003458,0107016,1.387417935,0.535682917,1.387417935,25017351500,1464.347692,1946.605596,721,25017351500,1.387417935,0.844273158,25017351500,0,25017351500,0.181237525,0.356886228,0.31257485,0.098203593,0.084630739,0.116167665,0.037924152,0.656193896,1114,99,0.004790419,0.16575592,802.9303727,71.35557172,0,0.464350237,0.152239521,0.31405988,0.290694611,0.060886228,0.072782435,0.105712575,0.031097804,0.610260323,690.5201205,0.003736527,0.157468124,0.57841374,-0.801344344,0.328510136,-0.802363196,-1.156406765,-1.853190428,4,3,4,3,2,16,66,25025040600,Census Tract 406,1576,1418400,38.39327814,25025040600,1464.347692,1946.605596
67,1,67,25,017,374000,25017374000,3740,Census Tract 3740,G5020,4958605,116871,+42.3034837,-071.1961127,54628032.23,1254.0871,5237,1796,0103069,107498,0003564,0107498,5.075130615,1.959511047,5.075130615,25017374000,67,67,25,017,374000,25017374000,3740,Census Tract 3740,G5020,4958605,116871,+42.3034837,-071.1961127,54628032.23,1254.0871,5237,1796,0103069,107498,0003564,0107498,5.075130615,1.959511047,5.075130615,25017374000,696.382679,16.26339038,827,25017374000,5.075130615,0.034950509,25017374000,0.261241235,25017374000,0.035575428,0.290824261,0.111975117,0.049766719,0.041990669,0.173794712,0.014580093,0.741116751,1773,175,0.027410575,0.116532721,349.3506147,34.48187116,-0.154132329,0.01922278,0.029883359,0.25592535,0.104136858,0.030855365,0.036111975,0.158153188,0.011955677,0.689238579,300.4415286,0.021380249,0.110706085,-0.47296242,-1.022803922,0.362908057,-0.920630577,-0.585137877,-2.638626739,3,2,4,3,3,15,67,25025130100,Census Tract 1301,4824,4341600,31.11609837,25025130100,696.382679,16.26339038
68,1,68,25,017,373900,25017373900,3739,Census Tract 3739,G5020,4418929,0,+42.3081957,-071.1824222,47561524.6,1091.8624,6373,2667,0103064,107493,0003563,0107493,4.418627876,1.706034937,4.418627876,25017373900,68,68,25,017,373900,25017373900,3739,Census Tract 3739,G5020,4418929,0,+42.3081957,-071.1824222,47561524.6,1091.8624,6373,2667,0103064,107493,0003563,0107493,4.418627876,1.706034937,4.418627876,25017373900,2808.798084,400.3767314,826,25017373900,4.418627876,0.037721674,25017373900,0.148584158,25017373900,0.047535211,0.276995305,0.106954225,0.047535211,0,0.226965962,0.011150235,0.746162085,2801,164,0.034624413,0.171522214,633.9071944,37.11559439,-0.087664653,0.020746921,0.039929577,0.243755869,0.09946743,0.029471831,0,0.206539026,0.009143192,0.693930739,545.1601872,0.027007042,0.162946103,-0.492419455,-1.135421439,0.972448412,-0.846527896,-0.551198343,-2.053118721,3,2,4,3,3,15,68,25025130100,Census Tract 1301,4824,4341600,31.11609837,25025130100,2808.798084,400.3767314
69,2,69,25,017,352101,25017352101,3521.01,Census Tract 3521.01,G5020,388895,17943,+42.3717358,-071.0734669,4378910.56,100.526,1654,1292,0102590,107019,0003459,0107019,0.406815743,0.157071808,0.406815743,25017352101,69,69,25,017,352101,25017352101,3521.01,Census Tract 3521.01,G5020,388895,17943,+42.3717358,-071.0734669,4378910.56,100.526,1654,1292,0102590,107019,0003459,0107019,0.406815743,0.157071808,0.406815743,25017352101,777.8173072,1098.909567,722,25017352101,0.406815743,0.767652969,25017352101,0,25017352101,0.160580021,0.403329753,0.264232009,0.251879699,0.106337272,0.039742213,0.049946294,0.070629371,1430,110,0.010741139,0.012218045,3515.104873,270.3926825,0,0.422209133,0.134887218,0.354930183,0.245735768,0.156165414,0.091450054,0.036165414,0.040955961,0.065685315,3022.990191,0.008378088,0.011607143,0.516998436,-0.384250118,-0.976323042,-0.096282363,-5.095449947,-6.035307033,4,3,3,3,1,14,69,25025040600,Census Tract 406,1576,1418400,38.39327814,25025040600,777.8173072,1098.909567
70,1,70,25,017,351404,25017351404,3514.04,Census Tract 3514.04,G5020,418511,0,+42.3837648,-071.0876083,4504547.95,103.4102,4289,1629,0102582,107011,0003457,0107011,0.418487847,0.161578415,0.418487847,25017351404,70,70,25,017,351404,25017351404,3514.04,Census Tract 3514.04,G5020,418511,0,+42.3837648,-071.0876083,4504547.95,103.4102,4289,1629,0102582,107011,0003457,0107011,0.418487847,0.161578415,0.418487847,25017351404,51.82631528,77.90186783,720,25017351404,0.418487847,0.588487051,25017351404,0,25017351404,0.260616355,0.479495268,0.4625091,0.149235622,0.073040524,0.074496481,0.060907547,0.813688213,1578,100,0.063091483,0.068270481,3770.718814,238.9555649,0,0.323667878,0.218917738,0.421955836,0.430133463,0.092526086,0.062814851,0.067791798,0.049944188,0.756730038,3242.81818,0.049211356,0.064856957,1.477874869,-0.522104499,-0.462186115,-0.029765087,-0.096955775,0.366863393,5,3,3,3,3,17,70,25025040600,Census Tract 406,1576,1418400,38.39327814,25025040600,51.82631528,77.90186783
